Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),percentage
3987,Course_3987,AI,32,229,853.856.834.318.753,edX,17.060.042.432.561.100,4.018.527.327.417.190,"0,00%"
3988,Course_3988,Data Science,49,1241,8.553.699.697.105.420,Udemy,16.419.710.155.266.800,37.962.328.616.272.700,"0,00%"
3989,Course_3989,Programming,76,1963,7.219.617.221.719.890,Coursera,4.947.500.976.220.900,33.902.216.975.840.000,"0,00%"
3990,Course_3990,Marketing,97,4419,7.024.868.264.938.650,edX,1.353.675.438.441.810,4.919.670.547.165.410,"0,00%"
3991,Course_3991,Business,80,915,8.520.309.035.850.120,LinkedIn Learning,12.216.322.440.112.300,4.960.799.618.166.360,"0,00%"
3992,Course_3992,AI,99,656,863.074.510.116.252,Udemy,5.839.698.246.765.910,38.568.996.423.977.100,"0,00%"
3993,Course_3993,Marketing,55,748,711.552.356.440.169,Udemy,8.942.385.286.862.300,4.221.440.722.260.270,"0,00%"
3994,Course_3994,Office Tools,23,3143,551.829.190.929.838,Udemy,8.002.839.595.015.310,329.888.419.390.765,"0,00%"
3995,Course_3995,Marketing,32,4515,8.559.499.969.954.890,Udemy,11.605.586.161.402.000,4.323.225.861.053.850,"0,00%"
3996,Course_3996,Programming,46,4766,6.605.696.860.202.420,Udemy,13.484.502.403.022.800,4.645.726.638.950.950,"0,00%"
3997,Course_3997,Programming,34,2121,7.191.166.442.497.570,Coursera,178.198.215.124.333,31.848.221.718.918.800,"0,00%"
3998,Course_3998,Finance,91,2393,87.321.679.250.849,edX,1.600.512.583.645.510,4.203.150.007.026.120,"0,00%"
3999,Course_3999,Data Science,47,952,8.379.583.908.725.150,edX,9.973.578.158.852.690,4.379.652.448.474.510,"0,00%"
4000,Course_4000,Design,100,889,7.894.621.826.490.330,LinkedIn Learning,12.711.004.504.831.500,30.632.787.771.298.700,"0,00%"
4001,Course_4001,Business,23,2748,5.570.621.925.686.890,Udemy,703.398.120.607.923,4.939.306.014.097.010,"0,00%"
4002,Course_4002,Marketing,35,4560,886.929.932.274.653,Udemy,1.945.526.903.290.770,4.471.829.843.917.390,"0,00%"
4003,Course_4003,Business,11,1628,9.053.358.142.877.080,Coursera,2.877.892.297.203.980,37.643.929.017.129.800,"0,00%"
4004,Course_4004,Data Science,44,4403,7.502.960.673.342.850,Coursera,9.133.151.777.460.670,4.987.801.215.695.160,"0,00%"
4005,Course_4005,Finance,60,681,8.909.795.639.129.210,Udemy,11.423.716.709.383.500,3.126.873.373.885.870,"0,00%"
4006,Course_4006,Data Science,88,3643,7.932.199.601.568.880,Udemy,1.315.662.742.056.270,4.637.771.277.701.910,"0,00%"
4007,Course_4007,Finance,31,3715,5.369.450.117.264.370,LinkedIn Learning,3.551.197.663.020.420,4.142.454.790.545.080,"0,00%"
4008,Course_4008,AI,23,3113,7.055.668.367.921.300,Coursera,9.684.632.006.358.110,4.232.680.579.723.780,"0,00%"
4009,Course_4009,AI,64,857,9.879.001.845.139.980,edX,11.413.219.609.678.200,45.783.089.705.630.200,"0,00%"
4010,Course_4010,Marketing,60,3571,5.742.620.440.811.790,LinkedIn Learning,51.434.020.516.221,4.102.440.385.138.620,"0,00%"
4011,Course_4011,Marketing,89,342,6.694.055.110.084.660,edX,11.971.821.889.538.800,38.225.054.693.970.000,"0,00%"
4012,Course_4012,Business,48,331,6.652.298.206.457.360,edX,11.124.822.681.671.300,3.804.121.341.167.210,"0,00%"
4013,Course_4013,Data Science,84,677,6.753.545.959.317.400,Coursera,947.618.636.195.079,4.790.973.194.720.180,"0,00%"
4014,Course_4014,Finance,70,2720,55.082.821.195.261.100,Udemy,11.240.638.672.450.700,34.791.119.102.301.500,"0,00%"
4015,Course_4015,Office Tools,52,3273,8.753.514.757.013.970,edX,17.353.966.720.833.900,35.421.161.329.462.300,"0,00%"
4016,Course_4016,Design,95,4379,8.312.934.805.825.930,edX,1.348.181.160.644.780,3.196.387.617.762.120,"0,00%"
4017,Course_4017,Data Science,12,1235,9.414.115.029.744.520,edX,4.482.944.454.707.800,35.031.970.382.840.100,"0,00%"
4018,Course_4018,Design,92,4433,8.820.035.654.737.220,edX,26.746.728.995.555.100,3.948.716.233.607.050,"0,00%"
4019,Course_4019,Programming,31,837,690.301.621.405.755,edX,15.751.222.818.108.400,3.429.527.430.350.910,"0,00%"
4020,Course_4020,Finance,49,3707,956.525.179.423.896,Udemy,14.848.319.926.593.100,3.612.750.328.101.780,"0,00%"
4021,Course_4021,AI,15,3035,9.161.738.138.262.650,edX,10.276.326.382.831.400,4.880.332.204.638.330,"0,00%"
4022,Course_4022,Programming,24,1129,5.016.650.500.855.310,Coursera,1.258.297.668.336.060,4.798.560.600.418.730,"0,00%"
4023,Course_4023,Data Science,51,4898,9.709.180.694.198.570,edX,6.374.175.136.172.660,30.893.497.121.761.000,"0,00%"
4024,Course_4024,Data Science,67,1762,9.730.959.399.938.310,Coursera,866.917.737.962.344,4.517.287.921.744.670,"0,00%"
4025,Course_4025,Design,76,4789,5.759.424.911.759.660,Udemy,1.882.658.260.954.670,3.936.686.000.229.330,"0,00%"
4026,Course_4026,Data Science,43,1517,9.503.653.246.082.290,LinkedIn Learning,13.081.027.493.128.200,3.936.795.627.148.270,"0,00%"
4027,Course_4027,Technology,100,1405,965.085.771.586.676,LinkedIn Learning,12.950.806.034.785.100,4.761.816.919.194.300,"0,00%"
4028,Course_4028,Design,72,4131,62.984.040.242.822.000,LinkedIn Learning,522.943.581.014.155,38.623.004.187.216.100,"0,00%"
4029,Course_4029,Business,35,1265,9.187.279.758.124.120,LinkedIn Learning,15.899.464.004.832.100,3.669.969.969.386.940,"0,00%"
4030,Course_4030,Technology,70,4428,6.596.179.525.899.810,LinkedIn Learning,5.527.326.484.795.180,3.224.553.560.977.660,"0,00%"
4031,Course_4031,Finance,72,3727,5.752.072.088.533.080,Coursera,58.185.312.563.125.500,36.254.999.445.762.100,"0,00%"
4032,Course_4032,Office Tools,81,3935,7.986.985.382.996.610,edX,13.057.817.944.173.600,30.026.453.351.914.500,"0,00%"
4033,Course_4033,Office Tools,12,4376,61.799.626.421.026.300,edX,16.154.052.447.370.400,4.040.571.278.455.290,"0,00%"
4034,Course_4034,AI,17,3733,7.062.330.446.236.590,edX,19.783.625.378.005.800,39.972.174.917.184.600,"0,00%"
4035,Course_4035,Finance,93,2902,8.978.864.227.881.240,edX,18.189.232.531.958.500,4.920.287.885.129.800,"0,00%"
4036,Course_4036,Marketing,15,1266,56.674.034.696.698.300,Udemy,6.512.142.189.598.570,37.638.969.099.876.800,"0,00%"
4037,Course_4037,Business,22,4173,5.050.657.227.529.000,Udemy,11.338.434.237.019.800,3.864.945.552.834.570,"0,00%"
4038,Course_4038,Marketing,56,3787,674.278.606.946.489,edX,6.391.555.238.671.480,4.821.439.515.665.370,"0,00%"
4039,Course_4039,Data Science,48,4098,7.421.056.100.899.540,edX,5.314.016.664.838.210,4.505.367.911.263.950,"0,00%"
4040,Course_4040,Design,82,2275,6.276.600.111.511.300,Udemy,2.552.361.744.971.840,3.337.020.384.543.410,"0,00%"
4041,Course_4041,Data Science,73,3062,7.230.659.818.104.390,Coursera,25.047.892.947.870.900,37.468.309.263.753.200,"0,00%"
4042,Course_4042,Design,39,245,6.037.993.445.109.410,edX,585.939.123.605.064,3.466.361.704.666.590,"0,00%"
4043,Course_4043,Finance,97,3263,8.551.292.556.841.240,Udemy,1.914.592.003.314.400,35.863.305.282.649.500,"0,00%"
4044,Course_4044,Office Tools,17,942,9.736.907.705.421.500,Coursera,14.466.882.454.697.800,31.724.904.869.865.100,"0,00%"
4045,Course_4045,Technology,64,2527,6.934.844.426.419.820,Coursera,1.994.700.276.793.510,3.753.697.904.678.230,"0,00%"
4046,Course_4046,Office Tools,73,3656,5.124.968.544.544.340,LinkedIn Learning,13.961.154.483.011.400,4.140.693.420.620.190,"0,00%"
4047,Course_4047,Marketing,86,2986,9.907.496.697.684.650,Udemy,34.827.927.402.927.500,4.452.462.027.356.640,"0,00%"
4048,Course_4048,Data Science,45,2629,792.082.650.921.959,edX,19.377.806.395.148.000,34.874.780.269.933.300,"0,00%"
4049,Course_4049,Programming,49,720,5.316.540.425.005.950,Coursera,131.863.794.934.386,30.001.801.214.295.900,"0,00%"
4050,Course_4050,AI,50,1853,6.472.094.272.034.080,edX,16.791.050.329.087.700,4.050.356.697.436.870,"0,00%"
4051,Course_4051,Data Science,87,2560,659.709.576.589.433,edX,1.698.293.592.240.070,3.849.976.445.238.740,"0,00%"
4052,Course_4052,Finance,54,3981,9.846.789.416.753.920,Coursera,50.058.823.966.265.400,37.659.587.858.997.000,"0,00%"
4053,Course_4053,Programming,23,2586,711.888.879.641.235,LinkedIn Learning,8.534.000.882.368.960,3.444.318.832.955.140,"0,00%"
4054,Course_4054,Business,82,1731,7.453.674.310.816.740,LinkedIn Learning,12.696.919.678.354.400,4.296.331.056.904.230,"0,00%"
4055,Course_4055,Programming,91,3329,8.158.128.012.913.970,LinkedIn Learning,8.662.661.525.799.150,4.438.277.673.214.860,"0,00%"
4056,Course_4056,Office Tools,47,1196,9.900.514.034.684.020,edX,8.643.736.319.285.160,4.251.665.808.259.690,"0,00%"
4057,Course_4057,Technology,86,2883,5.351.375.107.266.850,LinkedIn Learning,2.824.731.864.311.130,417.771.354.244.122,"0,00%"
4058,Course_4058,Programming,13,2034,8.154.776.197.315.890,Coursera,14.201.786.310.186.900,4.123.182.218.363.080,"0,00%"
4059,Course_4059,AI,89,155,8.871.771.940.651.440,Udemy,14.684.613.199.000.600,4.603.683.985.961.480,"0,00%"
4060,Course_4060,Technology,26,505,7.304.864.617.651.370,Udemy,3.607.157.062.134.900,4.278.711.318.383.710,"0,00%"
4061,Course_4061,Finance,24,4775,6.464.990.730.740.160,Udemy,15.631.790.663.910.100,3.651.084.485.556.920,"0,00%"
4062,Course_4062,Technology,58,581,659.289.875.736.997,LinkedIn Learning,6.051.619.386.986.040,448.618.745.623.282,"0,00%"
4063,Course_4063,AI,50,3094,62.172.808.348.639.500,Coursera,15.730.098.160.058.800,39.330.887.982.032.000,"0,00%"
4064,Course_4064,Technology,69,3012,9.256.575.945.842.390,edX,1.605.217.271.766.020,3.168.833.957.363.130,"0,00%"
4065,Course_4065,Technology,99,4777,53.857.525.359.262.700,LinkedIn Learning,15.159.772.596.738.100,4.482.225.279.046.820,"0,00%"
4066,Course_4066,Data Science,87,4748,824.441.290.006.302,Udemy,30.894.279.316.670.300,38.430.521.092.660.600,"0,00%"
4067,Course_4067,Office Tools,10,566,6.119.226.583.643.200,LinkedIn Learning,1.827.420.138.160.330,414.699.149.372.545,"0,00%"
4068,Course_4068,Design,19,4128,9.649.244.901.731.430,LinkedIn Learning,1.156.416.935.690.260,3.570.406.832.980.490,"0,00%"
4069,Course_4069,Office Tools,81,1646,5.032.778.128.045.720,LinkedIn Learning,12.131.056.378.693.700,43.026.563.978.309.000,"0,00%"
4070,Course_4070,Data Science,92,4006,8.714.874.742.339.990,LinkedIn Learning,4.352.917.707.945.560,4.325.956.340.211.300,"0,00%"
4071,Course_4071,Business,81,4423,6.374.673.875.312.470,LinkedIn Learning,10.615.572.259.768.600,4.710.090.355.732.710,"0,00%"
4072,Course_4072,AI,20,4847,8.509.174.549.134.390,edX,13.216.364.835.923.100,4.859.514.319.034.050,"0,00%"
4073,Course_4073,Technology,81,3233,90.666.913.300.674,Coursera,3.234.815.186.307.530,4.078.547.561.509.950,"0,00%"
4074,Course_4074,Technology,78,2290,63.187.884.891.844.600,Coursera,4.401.927.607.700.740,35.018.199.322.830.300,"0,00%"
4075,Course_4075,Business,57,1875,7.417.250.492.855.950,LinkedIn Learning,13.251.222.042.421.800,4.223.563.354.061.850,"0,00%"
4076,Course_4076,Data Science,99,3626,5.970.772.628.837.300,Coursera,8.172.239.578.033.170,4.055.803.593.898.000,"0,00%"
4077,Course_4077,Office Tools,13,2519,8.404.124.063.690.730,Coursera,1.398.236.904.344.500,4.428.084.336.209.990,"0,00%"
4078,Course_4078,Business,18,3627,9.091.211.227.156.230,Udemy,9.650.947.430.156.570,34.323.658.394.180.000,"0,00%"
4079,Course_4079,Technology,27,3473,6.083.748.491.109.280,Udemy,9.982.095.096.520.770,40.674.082.001.500.100,"0,00%"
4080,Course_4080,Data Science,24,3160,6.405.887.048.364.040,Coursera,4.023.551.319.214.520,4.534.427.163.298.880,"0,00%"
4081,Course_4081,Finance,81,635,9.265.617.314.628.510,Udemy,16.376.366.416.937.200,35.613.875.747.209.300,"0,00%"
4082,Course_4082,Design,84,4789,8.638.907.115.292.460,Coursera,14.532.112.992.341.900,4.570.362.556.125.590,"0,00%"
4083,Course_4083,Finance,57,3577,7.968.563.066.351.190,LinkedIn Learning,5.099.487.112.433.880,33.196.540.289.281.400,"0,00%"
4084,Course_4084,Business,66,3832,5.658.948.598.136.780,edX,14.958.218.124.713.200,3.345.846.275.925.140,"0,00%"
4085,Course_4085,Programming,75,929,849.864.414.136.074,Udemy,19.915.852.576.131.800,452.165.551.430.103,"0,00%"
4086,Course_4086,Technology,47,2332,7.872.355.013.524.950,LinkedIn Learning,7.969.301.007.650.390,4.107.954.621.040.410,"0,00%"
4087,Course_4087,Business,27,2788,6.041.401.458.288.320,Coursera,7.194.315.668.005.510,33.594.369.992.405.400,"0,00%"
4088,Course_4088,Programming,83,3648,9.202.167.961.122.120,Coursera,4.902.951.720.950.860,4.597.344.626.896.700,"0,00%"
4089,Course_4089,Technology,26,4719,6.547.886.953.573.640,edX,11.891.224.837.153.800,4.345.111.443.679.030,"0,00%"
4090,Course_4090,Office Tools,11,1378,6.646.937.057.639.610,Coursera,11.039.708.294.865.800,4.407.691.879.976.420,"0,00%"
4091,Course_4091,Business,14,2802,766.393.601.754.746,Udemy,7.438.810.897.830.920,4.024.565.850.027.500,"0,00%"
4092,Course_4092,Technology,27,3261,8.396.251.552.552.720,LinkedIn Learning,11.421.470.163.011.300,3.662.553.397.999.930,"0,00%"
4093,Course_4093,Technology,51,3732,8.478.596.536.982.090,edX,12.348.039.281.495.700,4.934.656.778.372.870,"0,00%"
4094,Course_4094,AI,75,1496,8.586.697.564.294.640,LinkedIn Learning,14.282.077.349.534.900,4.800.076.664.368.760,"0,00%"
4095,Course_4095,Business,97,1841,60.794.131.556.847.600,LinkedIn Learning,14.227.417.537.744.800,35.889.293.120.291.000,"0,00%"
4096,Course_4096,Marketing,60,4327,8.043.726.666.336.700,Coursera,12.666.868.180.432.100,38.970.502.830.251.000,"0,00%"
4097,Course_4097,Marketing,100,2214,7.997.167.668.373.170,edX,41.154.040.285.246.900,4.977.539.683.688.430,"0,00%"
4098,Course_4098,Marketing,56,1676,9.919.725.176.165.120,Udemy,7.147.941.053.223.070,33.764.194.241.409.200,"0,00%"
4099,Course_4099,Data Science,75,4041,9.587.263.096.306.980,LinkedIn Learning,10.392.481.453.392.200,4.051.893.210.125.130,"0,00%"
4100,Course_4100,Office Tools,56,4585,6.411.514.419.811.620,Udemy,6.999.433.292.905.500,31.034.082.007.070.900,"0,00%"
4101,Course_4101,Data Science,47,975,7.007.548.761.283.570,edX,11.803.311.827.771.600,4.396.056.235.401.170,"0,00%"
4102,Course_4102,Office Tools,46,3489,5.507.758.950.452.800,LinkedIn Learning,16.922.383.468.309.900,31.480.907.990.582.600,"0,00%"
4103,Course_4103,Business,37,2353,5.430.837.454.967.270,LinkedIn Learning,15.729.000.884.357.900,36.834.599.690.208.000,"0,00%"
4104,Course_4104,Finance,75,3424,931.258.268.591.817,edX,10.901.725.275.971.300,3.282.751.105.789.580,"0,00%"
4105,Course_4105,Finance,74,399,8.097.875.754.362.640,edX,16.957.974.661.395.400,4.916.396.285.024.040,"0,00%"
4106,Course_4106,Data Science,48,2163,8.335.163.598.107.390,Coursera,11.627.122.707.967.400,3.278.984.118.012.520,"0,00%"
4107,Course_4107,Design,10,724,5.259.457.463.950.540,Udemy,1.038.740.202.903.010,445.864.833.998.508,"0,00%"
4108,Course_4108,Finance,62,2198,7.810.907.626.098.620,Coursera,2.801.969.549.845.830,4.962.171.455.173.420,"0,00%"
4109,Course_4109,Business,45,425,7.671.334.439.645.840,LinkedIn Learning,11.952.631.407.596.500,4.942.991.536.496.500,"0,00%"
4110,Course_4110,Finance,33,3974,977.656.626.324.763,Coursera,1.041.694.584.084.450,43.870.612.105.366,"0,00%"
4111,Course_4111,Business,56,351,990.955.743.872.828,LinkedIn Learning,622.143.773.746.801,4.526.122.284.563.400,"0,00%"
4112,Course_4112,Programming,13,4835,50.474.682.335.707.900,Udemy,49.284.981.807.122.400,37.321.315.473.345.000,"0,00%"
4113,Course_4113,Programming,74,2297,7.908.656.665.758.660,Udemy,10.140.953.802.760.200,4.425.235.327.364.740,"0,00%"
4114,Course_4114,AI,52,1081,7.689.550.584.175.070,LinkedIn Learning,15.236.281.551.361.000,4.443.481.635.927.170,"0,00%"
4115,Course_4115,Office Tools,96,2699,5.079.786.852.314.650,edX,7.751.709.578.021.900,32.678.401.025.647.900,"0,00%"
4116,Course_4116,Business,84,1589,6.974.428.291.030.900,LinkedIn Learning,1.641.023.962.972.320,3.470.019.979.771.220,"0,00%"
4117,Course_4117,Data Science,24,2682,8.115.951.984.803.010,LinkedIn Learning,18.318.143.109.241.800,4.750.687.255.034.030,"0,00%"
4118,Course_4118,Design,60,1064,7.534.761.378.317.070,edX,12.860.998.666.884.400,3.236.863.751.688.790,"0,00%"
4119,Course_4119,Design,24,2212,6.105.405.712.797.060,Coursera,14.181.551.319.929.200,39.772.663.367.155.400,"0,00%"
4120,Course_4120,Office Tools,39,621,7.918.713.434.143.510,Coursera,144.884.235.752.849,3.057.502.798.355.210,"0,00%"
4121,Course_4121,Office Tools,39,2550,7.396.348.285.447.760,Coursera,1.719.693.661.277.610,33.046.082.439.424.900,"0,00%"
4122,Course_4122,Design,39,1340,9.530.454.144.008.220,edX,11.417.856.921.544.000,4.638.054.740.993.160,"0,00%"
4123,Course_4123,Technology,65,4749,7.832.396.821.091.990,edX,3.844.280.716.041.560,4.389.255.925.420.790,"0,00%"
4124,Course_4124,Office Tools,52,2997,881.823.643.164.803,edX,19.894.242.195.102.700,4.240.798.766.847.000,"0,00%"
4125,Course_4125,Data Science,68,1753,9.620.734.372.469.760,Coursera,18.859.430.477.546.500,46.426.465.486.541.900,"0,00%"
4126,Course_4126,Technology,70,2151,6.316.768.685.959.550,Udemy,59.963.073.577.279.300,4.900.506.220.370.600,"0,00%"
4127,Course_4127,Data Science,94,880,9.901.603.257.747.990,Udemy,17.882.446.778.404.100,46.935.307.003.675.000,"0,00%"
4128,Course_4128,Technology,68,230,8.340.452.999.248.330,LinkedIn Learning,1.425.620.328.786.890,46.991.768.822.508,"0,00%"
4129,Course_4129,Technology,41,4458,6.574.863.557.875.820,LinkedIn Learning,19.586.043.602.381.600,39.037.262.591.201.900,"0,00%"
4130,Course_4130,Design,46,2919,9.581.064.909.478.050,Udemy,46.914.450.772.687.700,4.136.752.995.077.490,"0,00%"
4131,Course_4131,Finance,90,1670,641.381.073.276.987,Udemy,9.330.546.362.198.790,4.898.876.655.622.310,"0,00%"
4132,Course_4132,Programming,76,925,9.005.619.353.150.510,Udemy,10.848.694.836.622.400,3.175.792.569.135.070,"0,00%"
4133,Course_4133,Data Science,46,4270,7.384.039.941.613.510,edX,14.242.825.885.522.500,4.188.137.564.025.780,"0,00%"
4134,Course_4134,Programming,13,156,5.722.931.190.969.100,LinkedIn Learning,1.865.452.811.843.770,34.363.511.454.020.200,"0,00%"
4135,Course_4135,Programming,34,3500,7.400.702.530.468.280,Udemy,1.792.689.442.798.000,39.607.302.219.909.200,"0,00%"
4136,Course_4136,Finance,84,1878,5.796.567.455.525.600,Coursera,21.868.857.741.521.900,4.286.491.743.280.760,"0,00%"
4137,Course_4137,Finance,80,2177,8.285.031.653.524.450,Udemy,15.532.758.686.934.400,33.489.547.386.406.200,"0,00%"
4138,Course_4138,Marketing,81,3916,985.552.719.310.303,Udemy,7.457.082.837.845.710,3.423.182.762.668.210,"0,00%"
4139,Course_4139,Programming,14,3651,50.770.438.943.009.300,edX,4.849.126.602.083.000,3.638.942.906.387.110,"0,00%"
4140,Course_4140,Marketing,72,2673,5.080.560.811.276.330,edX,716.912.365.304.257,4.223.133.323.114.360,"0,00%"
4141,Course_4141,Technology,45,2032,7.053.771.542.506.680,edX,1.317.800.911.253.160,4.630.082.108.633.070,"0,00%"
4142,Course_4142,Marketing,90,4725,8.494.237.540.639.200,edX,7.596.962.183.285.930,4.972.239.222.843.330,"0,00%"
4143,Course_4143,Office Tools,47,2411,8.640.097.465.083.220,Coursera,1.962.246.826.453.010,32.588.803.572.201.900,"0,00%"
4144,Course_4144,Office Tools,23,1246,6.768.228.997.769.660,LinkedIn Learning,18.666.708.540.048.600,4.009.759.819.315.970,"0,00%"
4145,Course_4145,Data Science,96,1956,8.053.276.869.213.660,Coursera,17.820.502.206.105.700,3.561.778.503.020.780,"0,00%"
4146,Course_4146,Data Science,49,3296,6.513.080.471.279.980,edX,51.233.756.088.868.600,4.128.377.695.059.030,"0,00%"
4147,Course_4147,Marketing,96,731,6.716.679.581.560.840,Coursera,9.243.975.395.560.830,4.289.267.479.361.410,"0,00%"
4148,Course_4148,Finance,14,3431,55.671.085.190.780.300,Udemy,5.794.671.237.306.830,3.742.362.214.090.270,"0,00%"
4149,Course_4149,Technology,49,3554,8.189.289.572.776.890,Coursera,474.012.286.131.722,32.103.306.121.147.700,"0,00%"
4150,Course_4150,Finance,94,2434,6.901.675.880.724.160,Coursera,1.617.331.166.138.990,33.459.693.785.648.500,"0,00%"
4151,Course_4151,Design,58,1304,719.361.051.809.303,LinkedIn Learning,17.990.125.403.467.500,4.218.027.701.621.830,"0,00%"
4152,Course_4152,Business,46,4494,802.435.247.552.774,Udemy,18.705.516.057.818.100,35.543.728.432.905.300,"0,00%"
4153,Course_4153,Marketing,30,1776,7.353.485.361.499.660,Coursera,18.551.630.218.060.400,4.279.801.952.330.830,"0,00%"
4154,Course_4154,Finance,96,1142,9.584.043.133.510.070,Udemy,6.776.619.760.689.830,3.766.053.739.540.650,"0,00%"
4155,Course_4155,Office Tools,99,1316,8.396.315.728.342.820,LinkedIn Learning,2.479.039.238.926.930,3.602.085.052.835.320,"0,00%"
4156,Course_4156,AI,55,2757,7.234.431.482.489.360,edX,10.083.647.209.767.900,3.659.188.299.008.400,"0,00%"
4157,Course_4157,Business,92,1833,5.396.792.940.169.990,Coursera,1.589.255.854.630.260,4.121.785.150.699.910,"0,00%"
4158,Course_4158,Finance,85,415,5.807.568.147.750.430,LinkedIn Learning,17.943.777.298.240.800,4.740.366.612.696.710,"0,00%"
4159,Course_4159,Finance,90,2410,7.798.573.077.217.370,Coursera,6.721.130.671.199.230,4.343.108.747.766.850,"0,00%"
4160,Course_4160,Business,96,252,5.825.461.543.871.850,Coursera,7.185.202.742.586.610,4.683.219.833.136.750,"0,00%"
4161,Course_4161,Programming,10,2852,8.527.468.685.623.010,LinkedIn Learning,6.551.093.786.354.200,3.117.149.191.910.320,"0,00%"
4162,Course_4162,Data Science,54,267,6.793.080.596.211.960,Coursera,10.031.696.626.219.800,3.496.058.788.486.140,"0,00%"
4163,Course_4163,Office Tools,99,2966,5.183.728.440.064.180,LinkedIn Learning,15.276.472.652.616.800,4.230.687.529.856.820,"0,00%"
4164,Course_4164,Design,15,2349,8.077.741.072.610.810,Coursera,6.609.194.934.837.190,4.020.188.794.955.170,"0,00%"
4165,Course_4165,Office Tools,44,3657,8.449.065.507.402.360,LinkedIn Learning,1.995.692.722.260.400,459.175.810.550.303,"0,00%"
4166,Course_4166,Office Tools,64,798,545.939.200.655.625,Coursera,856.948.406.026.005,4.002.906.565.721.790,"0,00%"
4167,Course_4167,Design,34,3578,7.505.649.607.006.520,edX,17.892.807.071.508.300,33.099.612.008.210.700,"0,00%"
4168,Course_4168,Technology,52,1823,9.739.005.269.852.180,LinkedIn Learning,2.235.082.690.567.680,38.922.161.528.699.500,"0,00%"
4169,Course_4169,Office Tools,23,3132,9.232.819.557.251.580,Coursera,1.692.174.738.783.140,3.309.142.405.742.960,"0,00%"
4170,Course_4170,Marketing,58,4128,8.692.332.727.195.960,Coursera,2.657.022.616.068.260,33.760.428.414.444.700,"0,00%"
4171,Course_4171,Marketing,29,4723,8.481.759.689.405.670,LinkedIn Learning,7.047.292.252.824.040,4.601.252.359.355.030,"0,00%"
4172,Course_4172,Office Tools,85,1552,8.793.283.226.941.540,Coursera,5.122.076.251.555.360,3.789.450.361.958.690,"0,00%"
4173,Course_4173,Programming,33,2712,59.810.409.165.595.100,Coursera,18.233.963.848.127.000,3.403.907.855.361.560,"0,00%"
4174,Course_4174,Data Science,50,260,9.440.783.646.042.060,Coursera,57.147.464.630.026.800,47.609.452.627.881.600,"0,00%"
4175,Course_4175,Data Science,69,4420,59.505.869.272.839.400,Udemy,12.930.349.557.298.700,4.701.369.332.468.840,"0,00%"
4176,Course_4176,Data Science,96,2086,9.996.076.591.920.640,edX,7.598.067.033.531.780,3.290.836.663.782.100,"0,00%"
4177,Course_4177,Technology,82,845,8.861.907.163.744.990,Udemy,14.973.501.284.718.300,4.420.898.125.080.560,"0,00%"
4178,Course_4178,Design,74,3171,7.274.731.654.192.300,Udemy,1.208.654.467.371.720,4.492.780.839.068.140,"0,00%"
4179,Course_4179,Data Science,70,1531,7.871.412.451.963.660,Coursera,14.802.439.312.487.700,4.570.606.739.411.360,"0,00%"
4180,Course_4180,AI,85,1644,9.700.619.512.487.640,LinkedIn Learning,15.510.418.937.619.700,3.041.172.014.076.380,"0,00%"
4181,Course_4181,Business,29,4906,9.324.609.148.409.960,LinkedIn Learning,11.059.966.147.450.000,3.742.700.501.186.060,"0,00%"
4182,Course_4182,Marketing,31,4810,6.494.819.873.329.560,Coursera,187.616.186.177.247,4.074.118.940.692.010,"0,00%"
4183,Course_4183,Programming,40,3142,7.779.195.928.541.890,LinkedIn Learning,7.028.073.091.747.070,34.773.788.874.385.300,"0,00%"
4184,Course_4184,Technology,36,1033,7.321.119.116.208.690,LinkedIn Learning,61.935.027.071.944.300,3.619.769.926.177.300,"0,00%"
4185,Course_4185,Finance,82,684,9.009.609.864.876.970,edX,9.869.650.652.866.540,306.075.798.736.621,"0,00%"
4186,Course_4186,Data Science,16,3303,8.985.305.253.372.850,Coursera,1.625.437.664.267.430,4.496.871.161.783.290,"0,00%"
4187,Course_4187,Technology,29,4831,8.805.317.775.020.210,edX,13.015.352.898.024.200,4.557.538.995.305.560,"0,00%"
4188,Course_4188,Programming,37,3839,8.752.515.125.143.360,edX,3.433.385.531.055.950,4.707.276.019.962.510,"0,00%"
4189,Course_4189,Marketing,13,1821,7.345.104.039.533.110,edX,6.626.423.234.659.260,3.764.541.862.503.610,"0,00%"
4190,Course_4190,Data Science,89,3824,7.460.980.545.824.300,Udemy,5.213.919.288.535.650,4.832.436.058.775.670,"0,00%"
4191,Course_4191,Design,37,3264,7.667.032.707.513.030,LinkedIn Learning,4.301.200.807.337.650,36.707.267.421.403.700,"0,00%"
4192,Course_4192,Marketing,85,961,7.763.662.117.980.830,Coursera,19.003.239.018.826.000,3.154.326.124.388.020,"0,00%"
4193,Course_4193,Marketing,82,2273,9.588.421.744.024.380,LinkedIn Learning,5.585.505.723.168.190,43.699.321.663.734.100,"0,00%"
4194,Course_4194,Business,83,4768,9.878.998.078.273.810,LinkedIn Learning,8.703.531.380.242.220,33.724.279.309.969.000,"0,00%"
4195,Course_4195,Office Tools,74,1230,8.019.422.690.030.790,Udemy,14.401.538.164.724.800,32.984.266.862.858.700,"0,00%"
